eid,age,gender,maritalstatus,department,jobrole,education,environmentsatisfaction,jobinvolvement,joblevel,jobsatisfaction,Annualincome,relationshipsatisfaction,workinghrsperday,totalworkingyearsexperience,TrainingTime,WorkLifeBalance,BehaviourialCompetence,OntimeDelivery,TicketSolvingManagements,Projectevlaution,Workingfromhomeoroffice,Psychosocialindicators,overtime,attendance,effectedwithcorona,PercentSalaryHike,Netconnectivity,PerformanceRating
gCB566,37,f,married,Human Resources,Human Resources,5,1,1,1,4,15,3,8,19,3,3,2,3,1,6,office,1,no,present,yes,11,no,1
DkT751,29,f,married,Sales,Sales Executive,1,1,3,5,3,10,3,8,22,3,1,3,4,2,9,office,5,no,absent,yes,11,yes,2
cHs358,36,m,married,Research & Development,Research Scientist,3,1,2,3,3,25,4,8,22,1,3,2,4,4,11,home,0,no,present,yes,3,no,4
OyM322,48,f,single,Sales,Sales Executive,1,2,2,4,2,6,2,8,5,3,3,0,4,1,12,home,1,yes,absent,no,12,yes,2
JIO933,40,f,married,Research & Development,Manager R&D,3,2,2,4,3,10,4,8,13,1,2,0,1,5,9,home,4,yes,absent,no,2,no,3
CLh860,48,m,married,Research & Development,Laboratory Technician,4,3,2,3,1,19,2,8,5,2,3,2,3,2,6,home,0,yes,absent,no,8,no,4
BBO359,41,m,married,Sales,Sales Executive,2,1,3,2,3,14,1,8,18,6,1,3,1,4,6,office,0,yes,present,yes,14,no,3
Sen740,38,m,married,Research & Development,Research Scientist,2,1,4,3,3,19,2,8,9,3,3,5,3,2,10,home,0,no,present,yes,11,no,1
KSO918,50,f,single,Research & Development,Laboratory Technician,5,3,2,1,4,6,1,8,21,4,1,4,3,1,14,home,2,yes,present,yes,13,yes,1
bfl550,47,m,married,Research & Development,Manufacturing Director,1,2,3,4,3,13,4,8,11,4,4,2,1,5,5,home,5,yes,absent,yes,3,yes,3
Nzl920,26,m,married,Human Resources,Human Resources,1,4,3,4,2,9,1,8,25,4,2,2,2,4,11,home,5,no,present,yes,10,no,3
ZVh740,39,m,single,Research & Development,Healthcare Representative,5,2,2,3,2,16,4,8,23,5,1,4,5,3,13,office,4,no,absent,no,12,yes,4
FxM353,46,f,single,Research & Development,Manager R&D,3,1,1,3,3,21,1,8,21,1,3,2,1,5,14,home,4,no,present,yes,5,no,4
NFk094,35,f,single,Sales,Sales Executive,3,4,1,1,2,8,4,8,14,2,1,2,2,2,10,home,5,no,present,yes,11,yes,3
EyG645,25,m,married,Sales,Sales Executive,5,2,4,4,3,13,2,8,14,2,3,1,5,1,11,office,3,yes,present,yes,11,yes,2
jcY168,49,f,single,Sales,Sales Representative,1,4,2,2,3,14,3,8,9,5,2,1,1,3,9,office,5,yes,present,no,16,no,2
sOm412,31,m,married,Human Resources,Human Resources,4,2,4,2,4,24,3,8,24,6,2,5,4,3,7,office,2,yes,present,yes,16,no,3
ugl486,35,m,married,Research & Development,Manager R&D,5,1,4,2,3,6,4,8,5,2,4,1,1,4,5,home,4,yes,present,no,15,yes,2
iKb289,45,f,single,Research & Development,Research Scientist,5,3,1,5,3,16,3,8,3,5,4,1,4,1,11,home,4,yes,absent,no,4,no,2
DEU363,47,m,married,Research & Development,Research Scientist,1,2,4,5,1,21,4,8,22,3,1,0,4,1,13,home,5,yes,absent,yes,2,yes,4
FXU940,42,m,single,Sales,Sales Representative,2,3,1,3,2,9,1,8,13,6,2,2,2,3,5,home,5,yes,absent,no,16,yes,2
lzD854,45,m,married,Sales,Sales Representative,3,1,3,2,1,18,2,8,13,2,3,4,3,5,4,office,2,yes,absent,yes,12,yes,1
XIW198,42,f,married,Research & Development,Research Scientist,2,1,3,2,3,7,4,8,17,2,3,0,2,4,9,office,1,yes,absent,no,13,no,3
QTj518,33,m,single,Sales,Sales Executive,4,2,2,4,1,19,2,8,3,2,3,1,4,4,5,home,4,yes,absent,no,4,no,1
QVt598,50,m,single,Sales,Sales Executive,4,2,2,4,3,7,3,8,8,1,2,2,4,5,13,home,2,yes,present,no,13,no,3
mjS326,43,m,married,Research & Development,Laboratory Technician,4,3,1,4,2,13,2,8,12,3,1,3,5,3,7,office,3,no,absent,no,9,yes,3
FMH420,30,f,married,Research & Development,Research Scientist,3,1,2,1,1,13,4,8,5,2,3,5,1,2,11,office,3,no,present,yes,7,yes,3
UtX944,42,f,married,Research & Development,Manufacturing Director,4,1,4,2,3,12,4,8,15,2,2,3,5,2,6,home,5,no,present,no,8,yes,3
VVo819,35,m,single,Research & Development,Manufacturing Director,1,3,1,1,3,18,3,8,23,2,1,3,2,3,4,office,0,no,absent,yes,9,no,2
JIZ973,34,m,married,Human Resources,Human Resources,1,2,1,5,1,16,2,8,17,1,3,2,1,3,9,office,4,no,absent,no,11,yes,4
SIR057,40,m,single,Research & Development,Manager R&D,1,2,3,1,2,25,3,8,15,5,3,4,2,2,11,office,2,no,absent,yes,11,yes,1
MGY423,48,f,married,Research & Development,Research Scientist,1,2,1,5,1,6,3,8,18,2,3,5,5,2,12,office,5,yes,absent,yes,16,no,2
FUv230,41,m,married,Sales,Sales Executive,2,4,1,1,3,14,3,8,5,2,4,2,3,4,13,office,1,no,present,no,16,no,2
RFc354,47,m,married,Research & Development,Manager,3,4,2,1,4,23,4,8,19,4,4,5,2,5,7,office,3,no,absent,no,15,no,3
ydU520,48,f,married,Research & Development,Healthcare Representative,3,2,1,4,1,16,4,8,25,3,2,1,1,4,6,office,0,yes,present,yes,8,yes,4
Xpz037,30,f,married,Research & Development,Research Scientist,1,2,2,3,1,14,2,8,19,2,2,0,5,2,14,office,2,no,present,no,2,no,3
BVL510,37,f,married,Research & Development,Manager R&D,3,3,1,1,4,6,4,8,1,3,1,3,1,1,6,home,1,no,absent,yes,9,yes,4
dmk436,40,f,single,Sales,Sales Executive,1,2,4,5,1,10,1,8,19,3,3,4,2,1,14,home,0,yes,present,no,12,no,3
Lmz422,42,f,married,Sales,Sales Executive,4,1,3,3,4,13,1,8,22,5,4,2,2,5,5,office,3,no,absent,yes,13,yes,3
aIt689,28,m,married,Research & Development,Manager R&D,1,1,1,3,2,13,2,8,4,4,4,0,5,5,12,home,5,no,present,no,8,no,3
RgE764,45,f,single,Sales,Sales Executive,3,2,1,1,3,7,1,8,20,2,3,5,1,4,12,home,4,yes,present,yes,2,no,2
gKa545,38,m,married,Sales,Sales Executive,2,3,2,2,2,11,4,8,8,2,1,3,5,2,11,office,5,yes,absent,yes,3,no,1
IEt113,45,f,married,Research & Development,Laboratory Technician,4,3,2,1,1,16,4,8,21,1,3,5,5,1,14,office,3,no,present,no,12,yes,3
LBq196,25,m,single,Research & Development,Manager R&D,2,1,2,5,4,6,2,8,25,4,4,0,2,2,13,home,2,no,absent,yes,14,yes,1
mmT786,26,m,married,Research & Development,Manager R&D,2,1,3,1,2,9,1,8,12,1,2,4,2,3,12,home,1,yes,present,no,10,yes,1
QQy898,25,f,married,Sales,Sales Executive,3,1,1,1,1,20,2,8,8,5,2,4,2,5,8,office,1,yes,present,no,9,no,1
Yni502,49,m,single,Sales,Sales Executive,1,1,1,3,3,25,1,8,6,4,4,3,5,2,6,office,0,yes,present,yes,15,yes,4
kwJ687,31,m,single,Sales,Sales Executive,4,3,3,2,1,8,1,8,1,2,1,5,2,2,9,home,5,yes,present,yes,1,yes,3
tHM614,46,m,single,Research & Development,Manager R&D,2,1,1,4,1,25,1,8,4,6,1,3,1,3,5,office,2,no,present,yes,1,yes,1
HJA810,26,m,married,Research & Development,Research Scientist,1,4,1,1,4,25,4,8,23,2,4,5,3,1,10,office,0,yes,absent,no,3,yes,4
olA734,34,m,married,Research & Development,Manager R&D,4,2,3,5,1,10,1,8,10,1,4,0,2,4,12,home,5,no,absent,no,13,no,1
uMf296,41,m,married,Sales,Sales Executive,4,4,2,3,1,11,2,8,1,4,3,1,5,2,4,office,4,yes,present,yes,8,no,2
Qyd134,40,f,single,Research & Development,Manager R&D,4,2,1,2,4,15,3,8,17,1,4,2,1,4,13,office,1,yes,present,yes,6,no,3
yeX747,30,m,married,Sales,Manager,4,3,4,3,4,18,2,8,22,6,1,3,1,1,9,home,5,no,absent,no,4,yes,4
bgP885,50,m,single,Research & Development,Research Scientist,5,1,2,2,4,12,3,8,3,1,4,5,4,2,11,home,5,no,absent,yes,9,no,1
Yez670,33,m,married,Research & Development,Manager R&D,1,4,4,4,3,10,2,8,13,5,3,5,5,3,9,home,3,no,present,yes,10,yes,2
VVw546,33,f,single,Research & Development,Manager R&D,4,2,2,5,1,9,2,8,4,2,3,4,1,2,7,home,5,no,present,yes,1,no,2
OQW168,46,m,married,Sales,Sales Executive,3,1,2,2,3,14,3,8,7,5,1,1,2,5,7,home,2,no,absent,no,1,yes,4
lIU301,39,m,married,Human Resources,Human Resources,5,1,1,2,2,12,1,8,10,5,2,0,3,5,14,office,5,yes,present,no,15,no,4
zUn655,32,m,married,Sales,Sales Executive,3,4,2,5,2,11,3,8,22,1,1,3,2,1,14,home,5,no,present,no,4,yes,4
IlN065,28,m,single,Research & Development,Manager R&D,1,4,2,4,1,6,1,8,11,1,1,5,4,1,14,office,1,yes,absent,yes,1,yes,4
JxT828,38,m,single,Research & Development,Research Scientist,3,2,4,3,3,10,4,8,8,5,4,3,2,5,10,office,4,yes,absent,no,10,no,3
IdB678,27,f,married,Research & Development,Manager R&D,3,1,4,3,4,24,3,8,25,2,1,3,1,2,13,home,3,yes,present,no,6,no,3
aYX364,35,m,married,Sales,Sales Executive,4,4,4,4,3,9,4,8,24,2,4,2,3,1,9,home,3,no,present,yes,7,no,1
wQg232,25,m,single,Sales,Sales Executive,1,4,3,2,4,20,3,8,5,6,2,1,5,1,8,home,5,yes,present,yes,6,no,4
iZW197,26,f,married,Research & Development,Laboratory Technician,2,3,1,4,2,20,1,8,8,6,4,5,5,2,11,office,3,yes,present,yes,12,no,2
PwQ337,38,f,single,Research & Development,Manager R&D,2,4,4,5,1,15,1,8,5,1,3,5,5,2,12,office,4,no,present,no,13,yes,3
arP283,41,m,single,Research & Development,Manager R&D,1,1,4,1,1,8,3,8,19,1,4,2,2,3,5,home,3,yes,present,yes,7,yes,4
fEl760,37,m,single,Sales,Sales Representative,2,2,3,1,4,18,2,8,14,4,2,4,4,3,7,home,5,yes,present,yes,4,yes,1
Ugb150,48,f,single,Sales,Sales Executive,3,1,1,4,1,21,1,8,8,5,4,3,4,2,6,office,5,yes,present,no,15,yes,4
Xqx897,34,f,married,Sales,Sales Executive,2,3,3,1,4,5,4,8,10,6,1,0,3,4,6,office,0,no,absent,yes,3,no,4
Vgs941,35,f,single,Research & Development,Manager R&D,5,2,3,1,1,5,4,8,24,5,4,3,2,2,13,office,4,no,absent,yes,11,no,1
ZVz757,45,f,single,Sales,Sales Executive,4,1,1,3,3,21,3,8,21,4,2,3,2,4,9,home,2,yes,present,no,4,no,3
SFc334,40,f,single,Sales,Sales Executive,5,1,1,4,1,25,4,8,17,5,4,5,5,4,4,home,5,no,present,yes,14,no,1
BZw844,47,m,married,Research & Development,Research Scientist,5,1,3,5,3,8,3,8,6,5,4,4,1,4,4,home,2,yes,present,no,5,yes,1
pQA066,28,m,single,Research & Development,Manager R&D,3,4,1,5,2,21,3,8,17,5,2,5,1,4,13,office,3,yes,absent,yes,4,yes,1
GUK191,39,f,married,Research & Development,Healthcare Representative,4,3,3,3,2,12,3,8,6,2,1,0,3,2,10,office,0,yes,present,no,11,yes,1
JRx189,28,f,married,Human Resources,Human Resources,4,1,2,2,1,11,4,8,1,4,2,1,5,2,8,home,4,no,present,no,5,no,1
rmD614,25,m,single,Human Resources,Manager,2,2,3,5,1,18,2,8,4,1,4,1,1,2,10,office,3,yes,present,no,16,no,4
hon013,50,m,married,Research & Development,Manager R&D,5,4,3,3,3,10,4,8,14,6,4,1,3,1,5,office,5,no,present,no,6,yes,3
SmM535,42,m,married,Sales,Sales Executive,4,2,3,3,3,18,1,8,14,4,3,4,1,1,11,home,4,no,absent,no,3,no,4
wwU847,40,m,married,Research & Development,Research Scientist,1,1,1,4,2,22,1,8,21,2,4,3,3,5,11,home,1,yes,present,no,5,yes,3
LsO468,46,f,married,Research & Development,Research Director,1,2,3,4,4,5,3,8,20,4,1,0,4,2,13,home,5,no,absent,no,4,no,3
exN714,49,m,married,Research & Development,Manufacturing Director,1,2,2,1,1,15,4,8,13,4,1,1,2,2,11,office,1,yes,absent,yes,1,yes,3
IrQ403,43,m,single,Research & Development,Healthcare Representative,3,1,4,1,4,8,2,8,14,2,2,0,5,1,12,office,1,yes,absent,no,11,yes,4
Xso483,25,f,married,Research & Development,Laboratory Technician,3,1,2,3,2,17,3,8,12,6,2,0,4,5,12,office,3,no,present,no,10,no,3
YCd698,42,m,married,Research & Development,Laboratory Technician,4,1,2,3,2,23,2,8,2,5,3,0,2,2,6,home,0,yes,absent,no,5,yes,1
oUQ924,49,f,single,Sales,Sales Executive,3,2,3,5,4,5,4,8,5,1,4,0,5,1,7,home,3,yes,absent,no,12,no,2
phL426,47,f,single,Human Resources,Human Resources,2,2,4,1,2,19,2,8,22,5,4,1,2,4,11,office,2,yes,absent,yes,4,yes,1
flQ152,25,m,married,Research & Development,Laboratory Technician,3,1,4,3,3,6,1,8,14,2,1,4,5,5,14,home,1,no,present,yes,13,yes,1
hFU849,50,f,married,Research & Development,Laboratory Technician,1,2,2,2,2,14,2,8,15,4,3,3,3,4,9,office,1,no,absent,no,14,yes,1
Bko750,31,f,single,Research & Development,Manager R&D,1,1,4,5,4,9,1,8,23,1,1,5,5,2,6,home,2,no,present,yes,8,yes,3
vCH450,34,m,married,Sales,Sales Executive,2,2,1,2,3,8,1,8,13,5,4,3,5,3,10,office,2,no,present,yes,7,no,4
NmT253,30,f,married,Sales,Sales Representative,4,2,4,3,1,24,3,8,19,6,4,5,5,5,6,home,0,no,absent,no,12,yes,3
FVz489,49,m,single,Research & Development,Research Scientist,4,1,4,1,2,9,4,8,11,1,3,5,5,2,4,office,1,no,present,no,8,yes,3
sec179,27,m,single,Research & Development,Research Scientist,4,1,4,5,1,23,4,8,22,2,2,3,1,5,8,home,3,no,absent,no,10,yes,3
bPp304,42,m,married,Research & Development,Research Scientist,3,4,1,2,2,19,3,8,17,4,4,3,4,3,10,home,3,yes,present,yes,10,yes,2
EBO855,35,f,single,Research & Development,Research Director,1,3,3,2,1,25,3,8,24,1,1,1,3,4,12,office,2,no,absent,no,1,no,4
QdB018,25,f,single,Research & Development,Research Scientist,4,3,2,5,3,22,3,8,1,6,2,1,2,1,5,home,4,yes,present,no,3,no,1
Ltc536,29,f,married,Research & Development,Research Scientist,4,1,4,1,2,6,1,8,17,6,3,3,1,1,13,home,0,yes,absent,yes,1,no,3
hcX425,40,f,single,Research & Development,Healthcare Representative,5,2,2,1,3,19,4,8,5,2,3,1,5,3,9,office,0,no,present,no,8,yes,4
NzB002,46,m,married,Research & Development,Laboratory Technician,1,1,3,2,4,8,3,8,9,5,3,5,5,5,4,home,0,yes,present,no,12,yes,2
xQD829,33,f,single,Research & Development,Laboratory Technician,2,1,4,2,2,15,4,8,3,3,2,4,5,5,12,home,2,no,present,no,2,no,3
vAn015,49,m,single,Sales,Sales Representative,2,1,4,4,2,9,1,8,24,4,3,2,3,5,5,home,0,yes,present,yes,5,no,1
cpI977,31,f,married,Research & Development,Research Scientist,5,3,3,1,1,10,3,8,2,6,3,5,3,3,13,office,5,yes,present,yes,11,no,3
vGS669,30,f,single,Research & Development,Research Director,3,4,2,4,1,5,3,8,6,6,3,3,3,5,9,home,5,yes,absent,yes,7,no,1
BVY626,50,f,married,Research & Development,Research Director,2,3,3,1,2,8,3,8,14,4,3,1,5,3,11,home,0,no,present,no,15,yes,1
cAq764,36,f,single,Sales,Sales Executive,5,1,2,1,1,21,4,8,19,2,2,3,3,2,7,home,4,yes,absent,no,6,yes,1
nBA690,37,f,single,Sales,Sales Representative,4,1,1,4,4,19,1,8,13,2,2,1,1,4,6,office,3,yes,present,yes,13,yes,4
RUm861,42,m,married,Research & Development,Research Scientist,4,2,4,2,2,11,4,8,12,1,2,1,2,1,8,office,2,no,present,no,12,yes,4
nGr590,34,m,married,Sales,Sales Representative,5,2,3,4,3,20,4,8,25,5,1,0,5,5,12,home,0,no,absent,no,1,yes,4
Iyc727,43,m,married,Sales,Sales Representative,3,3,4,1,2,15,2,8,10,3,2,5,1,2,14,home,2,no,absent,yes,10,no,1
duC972,39,f,single,Sales,Sales Executive,5,3,1,3,1,7,4,8,8,6,4,1,1,1,7,office,5,yes,present,yes,5,no,3
LHn974,46,m,single,Research & Development,Manufacturing Director,5,3,2,4,2,13,3,8,10,1,1,1,5,5,12,office,0,no,present,yes,5,no,1
Qiq258,37,m,married,Research & Development,Healthcare Representative,4,1,3,4,1,11,1,8,24,6,4,3,1,5,14,office,3,no,absent,no,14,yes,1
ugn884,25,m,single,Research & Development,Research Scientist,5,2,1,2,1,5,2,8,21,4,1,1,3,4,5,office,4,no,present,yes,8,no,3
nbN150,41,f,single,Research & Development,Laboratory Technician,2,4,4,2,2,24,2,8,10,4,1,1,2,5,9,home,1,no,present,no,3,yes,3
iru293,29,f,single,Research & Development,Manufacturing Director,3,1,1,2,1,6,1,8,13,5,2,0,5,1,5,home,4,no,absent,no,3,yes,3
tAC577,29,f,married,Sales,Sales Executive,4,4,4,5,1,19,3,8,21,4,2,3,3,1,13,office,5,yes,absent,yes,2,yes,1
RGC199,37,f,married,Sales,Sales Executive,5,4,3,5,3,13,2,8,10,6,4,1,4,4,11,home,0,yes,present,yes,11,yes,4
EGG328,46,m,single,Sales,Sales Executive,1,4,3,2,1,7,3,8,9,5,3,4,4,3,11,office,2,yes,absent,yes,2,no,2
ssJ966,26,f,single,Research & Development,Research Scientist,5,1,4,5,3,22,3,8,8,3,2,4,5,5,4,office,1,no,absent,yes,16,yes,2
fog286,40,m,single,Human Resources,Human Resources,1,2,1,4,4,20,4,8,20,3,2,5,4,5,13,office,5,no,absent,no,11,no,2
Tpy603,48,f,single,Sales,Sales Executive,3,3,1,1,3,9,3,8,7,5,3,3,4,2,8,home,5,no,present,yes,14,yes,3
WcR944,47,m,married,Sales,Sales Executive,3,1,4,2,3,7,2,8,9,1,3,5,4,1,14,home,0,yes,absent,yes,12,yes,4
XhD695,50,m,single,Sales,Sales Executive,4,3,2,1,3,22,1,8,16,1,2,1,4,2,13,office,5,no,absent,yes,14,yes,4
zLB139,30,f,married,Research & Development,Research Scientist,5,4,2,2,3,9,1,8,18,1,4,1,4,1,5,office,3,yes,present,no,7,no,1
Ndq211,48,m,married,Research & Development,Research Scientist,3,4,3,3,3,11,3,8,10,1,2,3,3,2,5,office,1,no,absent,yes,12,yes,1
Vny521,46,m,married,Research & Development,Research Scientist,3,4,4,3,2,9,1,8,23,6,3,5,5,3,8,office,1,no,present,no,7,yes,2
fBm704,45,f,single,Research & Development,Research Scientist,2,1,2,5,1,24,1,8,6,4,2,2,5,4,4,office,3,yes,absent,no,16,yes,3
MmO462,40,f,married,Research & Development,Research Scientist,5,2,2,4,3,12,2,8,1,3,4,3,3,3,9,home,2,yes,absent,yes,7,yes,3
JnY768,28,m,single,Research & Development,Research Scientist,3,4,4,2,1,11,1,8,23,4,1,1,2,5,12,office,4,yes,absent,yes,13,no,2
CMz046,45,m,single,Sales,Sales Executive,2,1,4,4,1,7,3,8,14,3,3,5,4,1,5,office,2,yes,absent,no,15,yes,3
UjZ347,28,m,married,Sales,Sales Executive,2,4,4,3,4,5,3,8,20,6,3,3,4,1,10,home,0,yes,present,no,10,yes,4
Eca603,31,f,single,Research & Development,Manufacturing Director,1,4,3,3,2,7,1,8,9,5,2,4,4,2,10,office,3,yes,absent,no,5,yes,3
cRR682,28,f,single,Sales,Sales Representative,3,2,3,4,3,20,2,8,18,6,3,0,1,5,11,home,2,no,absent,no,15,yes,2
riK630,42,f,single,Research & Development,Healthcare Representative,5,1,3,1,4,11,3,8,15,3,1,5,1,4,9,home,1,yes,absent,no,9,no,1
OyF138,44,f,married,Research & Development,Manufacturing Director,3,4,4,2,4,8,3,8,14,2,1,0,1,5,7,home,0,yes,absent,yes,7,yes,4
RJn877,38,m,married,Sales,Sales Executive,5,1,1,2,3,22,3,8,3,4,1,2,5,3,13,home,5,yes,absent,no,8,yes,2
Xbz143,48,f,married,Research & Development,Laboratory Technician,4,4,2,4,2,6,4,8,20,4,1,0,2,5,13,office,4,yes,present,yes,10,yes,4
Cwo460,29,f,married,Sales,Sales Executive,1,3,1,1,2,22,1,8,15,4,4,5,3,4,14,home,2,yes,present,yes,12,yes,3
VUt239,41,f,single,Development,Developer,5,2,4,4,3,14,4,8,2,3,2,5,5,2,7,home,1,no,present,no,12,no,1
coX018,38,m,single,Development,Senior Developer,3,2,3,2,3,9,4,8,2,3,1,4,1,5,13,home,1,no,absent,no,7,no,4
fls184,25,m,single,Development,Senior Developer,5,1,2,2,4,25,3,8,13,3,1,3,1,2,4,office,0,yes,present,no,5,yes,3
LYb828,26,m,single,Development,Senior Developer,5,1,4,1,4,22,2,8,11,4,3,3,1,5,9,home,0,yes,absent,no,11,no,1
MvL114,25,m,married,Development,Senior Developer,1,4,4,4,1,18,1,8,22,1,4,3,1,4,9,home,2,yes,absent,yes,8,no,4
Euy678,40,m,single,Development,Developer,4,3,2,4,3,18,3,8,6,1,3,0,5,5,7,office,4,yes,absent,no,14,yes,1
AIJ015,39,m,single,Development,Developer,2,3,1,5,2,20,3,8,12,2,3,1,5,5,14,office,4,yes,present,yes,5,yes,2
kpA787,26,m,married,Development,Senior Developer,2,2,3,2,3,14,2,8,12,1,2,0,1,2,6,home,1,yes,present,yes,7,no,1
Isl623,45,m,married,Development,Developer,5,4,1,3,4,15,1,8,5,5,4,5,1,3,5,office,4,yes,absent,no,5,no,3
LoC810,49,f,married,Development,Senior Developer,2,1,3,5,3,25,2,8,21,4,3,0,5,2,8,home,5,yes,absent,no,4,no,2
IjJ271,42,f,single,Development,Senior Developer,1,1,2,2,3,22,3,8,20,1,3,2,1,5,5,office,5,no,absent,no,15,yes,3
xcQ692,46,m,single,Sales,Manager,4,2,2,5,4,19,1,8,23,2,2,2,1,5,5,office,4,yes,present,no,3,yes,4
ZBe201,34,f,married,Development,Developer,3,2,2,3,4,6,1,8,12,3,3,3,3,3,14,home,2,no,absent,no,16,yes,2
gMq748,33,m,single,Development,Developer,5,4,3,5,1,23,2,8,19,5,4,5,1,1,9,home,4,no,present,no,11,yes,2
IAR664,47,m,married,Development,Developer,2,4,2,3,3,19,1,8,23,1,1,4,4,1,9,office,2,no,present,yes,11,yes,3
Tbf949,27,m,single,Development,Developer,3,3,2,1,2,15,2,8,24,2,3,5,1,5,8,home,3,yes,absent,yes,13,no,2
lrK861,30,f,married,Development,Senior Developer,1,1,4,4,3,13,4,8,16,1,4,2,4,5,7,home,4,no,absent,yes,14,yes,4
Ibb053,32,f,single,Development,Senior Developer,3,2,2,3,2,15,3,8,12,4,2,5,4,4,9,office,5,no,present,yes,16,yes,1
dCH005,26,f,single,Sales,Sales Executive,2,4,2,1,2,24,2,8,15,4,1,5,5,1,8,home,1,no,absent,no,15,no,1
HaE626,43,m,married,Development,Developer,3,1,1,4,2,17,3,8,19,2,1,0,2,4,14,office,3,no,absent,no,5,no,2
WLF609,29,m,single,Sales,Manager,1,2,3,1,1,21,2,8,22,4,2,3,1,4,9,home,0,yes,present,yes,7,no,4
yty750,50,f,single,Development,Developer,1,2,1,3,3,7,2,8,17,3,1,0,1,3,9,home,4,no,present,no,7,yes,2
ekh429,26,f,single,Development,Technical Architect,3,4,3,5,2,23,2,8,9,4,4,0,5,5,13,office,3,no,absent,no,7,no,4
gwX713,39,m,single,Development,Developer,2,1,4,5,1,8,1,8,3,1,4,0,4,4,12,office,0,yes,absent,yes,16,yes,3
XFK359,39,m,single,Development,Technical Architect,4,1,3,3,1,25,4,8,7,1,4,3,2,1,5,home,4,no,absent,no,15,no,4
ugq879,40,f,married,Sales,Sales Representative,1,3,4,5,1,7,1,8,21,5,1,0,2,3,10,home,5,no,present,no,14,yes,4
HJt597,34,f,single,Sales,Sales Representative,4,3,4,1,4,10,1,8,4,6,4,0,5,3,4,office,5,no,absent,yes,10,no,1
ucW586,28,f,single,Development,Developer,1,2,1,2,1,10,2,8,10,5,3,3,2,4,11,office,4,no,present,no,11,yes,3
UKE580,35,m,single,Sales,Sales Executive,3,2,2,3,2,18,3,8,1,5,3,1,4,5,5,office,3,no,present,yes,1,no,1
dZN254,42,m,married,Development,Developer,4,3,4,4,2,8,4,8,7,1,3,5,4,5,11,home,5,no,absent,yes,3,yes,1
GPb409,32,m,single,Development,Technical Architect,1,2,3,3,2,15,1,8,24,1,1,3,5,3,13,home,2,yes,absent,no,12,no,3
DEc007,45,m,married,Development,Technical Architect,3,4,3,1,4,16,3,8,25,5,4,3,3,5,10,home,2,yes,present,yes,3,no,2
lBc093,50,f,single,Sales,Sales Executive,4,3,4,3,1,12,2,8,1,4,2,0,5,4,14,home,1,yes,absent,no,9,yes,4
fXv398,26,f,single,Development,Developer,4,2,4,4,4,21,2,8,2,5,1,0,5,3,9,home,2,yes,absent,yes,9,no,3
azJ345,28,f,single,Sales,Sales Executive,4,2,1,2,3,7,1,8,9,2,4,4,4,3,9,office,1,yes,present,yes,7,yes,4
lqc233,45,m,married,Development,Developer,3,4,3,3,3,7,4,8,4,4,2,5,2,4,9,office,2,yes,absent,yes,6,yes,3
EHU543,50,f,married,Sales,Sales Executive,3,4,1,1,2,6,1,8,18,4,3,0,3,2,14,office,2,no,present,yes,16,yes,4
Ksq957,35,f,married,Development,Technical Architect,3,4,2,5,3,19,3,8,11,3,3,4,4,3,11,home,0,no,absent,no,2,no,3
Nlk692,41,f,married,Development,Developer,3,3,3,3,1,14,2,8,18,3,4,4,5,5,12,home,4,no,present,yes,3,no,1
Pah772,34,f,single,Development,Technical Architect,1,4,1,5,3,5,2,8,21,2,4,0,5,4,8,office,3,no,present,no,3,yes,3
kwB642,29,m,married,Sales,Sales Executive,4,4,3,4,2,8,2,8,13,5,2,4,3,3,7,home,3,yes,absent,yes,11,no,2
znT227,25,m,single,Development,Technical Architect,3,3,3,3,3,24,3,8,13,4,4,1,2,2,10,office,2,yes,absent,yes,12,yes,2
UJS513,31,f,married,Sales,Sales Executive,3,1,1,5,3,10,3,8,2,5,3,2,4,1,9,office,0,yes,present,no,9,yes,4
cGn708,49,m,married,Development,Developer,2,1,3,4,2,23,3,8,3,3,1,1,3,1,6,office,3,no,present,no,12,no,3
lXC033,39,f,married,Sales,Sales Executive,3,1,2,4,3,19,3,8,17,6,3,2,1,1,11,office,3,yes,present,yes,6,no,2
ffS924,32,f,single,Development,Business Analyst,2,1,4,1,1,18,4,8,16,5,2,4,3,3,7,home,1,yes,absent,no,12,no,3
wNG723,41,m,married,Development,Developer,4,4,3,5,1,23,3,8,18,1,4,0,5,4,14,home,3,yes,present,no,12,yes,2
drK498,43,f,single,Development,Business Analyst,3,1,1,1,1,13,3,8,25,2,3,3,3,5,5,home,2,yes,present,yes,8,yes,1
RUr462,32,m,single,Development,Developer,1,2,1,5,3,17,4,8,10,6,2,2,2,2,11,office,3,yes,present,no,12,yes,1
gqy600,49,m,married,Development,Developer,3,3,1,5,3,23,1,8,12,4,4,5,5,3,4,office,5,yes,present,no,2,no,3
zwi230,30,m,single,Development,Developer,3,3,4,5,4,19,2,8,1,5,1,2,1,1,11,home,2,no,present,yes,11,yes,2
wLe862,38,f,married,Sales,Sales Executive,1,4,2,1,3,8,4,8,8,3,4,3,2,3,11,home,5,no,present,no,13,no,1
LKC702,44,f,single,Development,Business Analyst,5,2,4,1,1,8,2,8,6,4,4,4,1,2,11,office,1,no,present,yes,15,yes,3
Paa321,39,f,single,Development,Business Analyst,3,3,3,5,1,23,3,8,4,2,1,1,4,5,14,office,2,yes,present,yes,16,yes,1
